name,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
5544,1,3,0,1,0,0,1,0,32768,405504,376832,6708,4259840,4,16,819200,4096,4096,1,0,0,3.967248013389364,7.825354967400979,4,1336033167,0,0,224,271,0,0
5545,1,6,0,0,0,0,1,0,10752,26624,3072,5328,4194304,5,16,61440,4096,512,0,4,1,0.19743807838821048,5.9217903368606555,11,0,28160,96,240,39,0,0
5546,1,11,1,1,0,0,1,0,39424,97280,0,20799,4194304,5,16,159744,4096,512,1,0,0,5.035095770850417,7.976968235478776,4,1343811892,0,0,224,258,0,149
5547,1,4,0,1,0,0,1,0,12288,397312,0,6355,4194304,4,16,827392,4096,4096,1,0,0,4.971328383128589,7.976286258391121,4,1342376926,0,0,224,271,0,0
5548,1,3,0,1,0,0,1,0,12288,376832,0,5496,4194304,4,16,823296,4096,4096,1,0,0,5.963542911958501,7.921537653547069,4,1343648314,0,0,224,271,0,0
5549,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.04516627998818,8,1342270846,0,0,224,270,0,0
5550,1,11,1,1,0,0,1,0,39424,97280,0,20799,4194304,5,16,159744,4096,512,1,0,0,5.035095770850417,7.9769708064134415,4,1343811892,0,0,224,258,0,149
5551,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.049996446692274,8,1342332032,0,0,224,270,0,0
5552,1,3,0,0,0,0,1,0,42496,10240,2048,4096,4194304,4,16,69632,4096,512,0,1,2,4.233462515798761,6.351904218619887,5,66362,0,0,224,783,0,0
5553,1,4,0,1,0,0,1,0,20480,479232,0,6355,4194304,4,16,827392,4096,4096,1,0,0,2.002217400058629,7.9766075506312095,4,1342207595,0,0,224,271,0,0
5554,1,6,0,1,0,0,1,1,20480,423234,397312,6145,4259840,4,16,856064,4096,4096,1,0,0,6.612173940064713,7.691117450716299,4,1333436105,0,0,224,271,0,0
5555,1,4,0,1,0,0,1,0,5632,16896,0,789544,4259840,4,16,819200,4096,512,0,0,0,0.4023792985675851,6.673328986639116,4,1319571264,0,0,224,271,0,0
5556,1,4,0,1,0,0,1,0,5632,16896,0,789524,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.643335147399531,4,1319571264,0,0,224,271,0,0
5557,1,4,0,1,0,0,1,0,284672,26624,0,282192,4194304,4,16,323584,4096,512,1,2,0,0.16032872589902852,7.567298811703512,6,1334319909,0,0,224,270,0,762
5558,1,11,1,1,0,0,1,0,65024,7168,0,21932,16777216,5,16,94208,4096,512,0,0,0,1.2016932770296318,6.29377927274646,5,1328933601,0,0,240,34,0,0
5559,1,7,1,0,0,0,1,0,29696,7680,0,10941,4194304,6,16,53248,4096,512,0,0,0,1.3708970277960684,6.035840301168603,5,1343334899,0,0,224,290,0,35
5560,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.962429978717,7.967098915120365,4,1331800726,0,0,224,271,0,0
5561,1,5,1,1,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,3.0488669379629627,7.625678536374422,3,1333457340,0,0,224,270,0,2
5562,1,4,0,1,0,0,1,0,12288,397312,0,6323,4194304,4,16,827392,4096,4096,1,0,0,4.98284531734797,7.97659490034102,4,1342351835,0,0,224,271,0,0
5563,1,11,0,0,0,0,1,0,17920,38400,3072,5328,4194304,5,16,77824,4096,512,0,4,1,0.19743807838821048,5.936100477621431,11,25061408,39936,156,240,39,0,0
5564,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5183569779311192,6.644198969446351,5,1333985321,0,0,224,8450,0,0
5565,1,17,1,1,0,0,1,1,20480,22016,0,12160,5368709120,10,16,57344,4096,512,0,0,0,2.3232191936842534,5.971563456669974,6,1436498455,0,0,240,34,0,0
5566,1,4,0,1,0,0,1,0,5632,16896,0,789436,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.642613401111662,4,1319571264,0,0,224,271,0,0
5567,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.138430631823717,4,1335495685,0,0,224,270,0,2
5568,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.079865696597344,8,1334913667,0,0,224,270,0,278
5569,1,4,0,1,0,0,1,0,28672,405504,0,6547,4194304,4,16,827392,4096,4096,1,0,0,4.369098010257111,7.975547747009624,4,1342276223,0,0,224,271,0,0
5570,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.76643279690597,4,1332576541,0,0,224,271,0,0
5571,1,4,0,1,0,0,1,0,5632,357376,0,5304,4194304,4,16,823296,4096,512,1,0,0,0.06784557522715084,7.943882075049863,4,1300731694,0,0,224,271,0,0
5572,1,3,0,1,0,0,1,0,16384,397312,0,6296,4194304,4,16,782336,4096,4096,1,0,0,4.4390609874195865,7.816386846903986,4,1341347075,0,0,224,271,0,0
5573,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5195600913751095,6.644198969446351,5,1333985321,0,0,224,8450,0,0
5574,1,2,0,0,0,0,0,0,40448,430592,0,479232,65536,5,16,495616,4096,512,1,2,0,2.3795071249013895,7.856292312041658,7,1246207795,0,0,224,270,1,19
5575,1,4,0,1,0,0,1,0,5632,372224,0,5284,4194304,4,16,823296,4096,512,1,0,0,0.06262444783142707,7.913289259585046,4,1326871294,0,0,224,271,0,0
5576,1,5,1,1,0,0,1,0,4096,278016,0,4928,4194304,4,16,299008,4096,512,1,3,2,3.0536730686741533,7.716014652055908,7,1332267911,0,0,224,270,0,399
5577,1,1,0,0,0,0,0,0,86016,8192,0,91214,4194304,4,16,114688,8192,4096,0,0,0,0.016408464515625623,5.309144288332836,3,1328930435,0,0,224,258,0,0
5578,1,4,0,0,0,0,1,0,20480,390466,430080,5873,4259840,4,16,856064,4096,4096,1,0,0,6.6369625122412685,7.876911107391852,4,1333570409,0,0,224,271,0,0
5579,1,4,1,1,0,0,1,0,317952,3072,0,5504,4194304,4,16,344064,4096,512,0,3,2,2.594083684826036,7.017544586187235,7,1335965112,0,0,224,270,0,2
5580,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.079922412920264,8,1334860845,0,0,224,270,0,278
5581,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.286774609918598,7,1338106791,0,0,224,270,0,0
5582,1,4,0,1,0,0,1,0,5632,372224,0,5216,4194304,4,16,823296,4096,512,1,0,0,0.06262444783142707,7.914235701378411,4,1326871294,0,0,224,271,0,0
5583,1,5,0,1,0,0,1,1,135168,36864,0,4096,4194304,3,16,204800,4096,512,0,1,1,0.1991075177871819,6.53519004083872,7,2075999889,0,0,224,33166,0,535
5584,1,4,0,1,0,0,1,0,4096,333616,585728,4564,4194304,4,16,942080,4096,4096,1,0,0,2.135370777062166,7.870374333354344,4,1331321630,0,0,224,271,0,0
5585,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5186315293584722,6.643807595934541,5,1333755894,0,0,224,8450,0,0
5586,1,4,0,0,0,0,1,0,9216,8704,3072,5376,4194304,5,16,49152,4096,512,0,3,1,0.19743807838821048,5.869095479375513,9,0,0,0,240,559,0,0
5587,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.078413855072405,8,1334890871,0,0,224,270,0,278
5588,1,4,0,1,0,0,1,0,36864,389120,0,5728,4194304,4,16,823296,4096,4096,1,0,0,0.7096583634174287,7.9048683222646225,4,1343849227,0,0,224,271,0,0
5589,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.968361263079394,4,1331844927,0,0,224,271,0,0
5590,1,2,0,1,0,0,1,0,159232,15360,0,133118,4194304,5,16,184320,4096,512,1,0,0,3.5502413993823345,7.892989976787521,4,1300517907,0,0,224,258,0,164
5591,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.969147821329146,4,1331844927,0,0,224,271,0,0
5592,1,4,0,1,0,0,1,0,28672,409600,4096,6539,4259840,4,16,819200,4096,4096,1,1,1,3.9837350453792273,7.822849900550517,5,1335725530,0,0,224,271,0,0
5593,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7079892534219443,7.905041210044027,4,1343935512,0,0,224,271,0,0
5594,1,7,1,1,0,0,1,1,98304,291551,397312,82849,4259840,4,16,806912,4096,4096,1,0,0,4.139347676949244,7.876192154496133,4,1332274738,0,0,224,271,0,0
5595,1,2,0,1,0,0,1,0,16384,81920,0,5759,4194304,4,16,102400,4096,4096,0,0,0,0.831900352593826,7.276231006498487,4,1369377710,0,0,224,271,0,0
5596,1,4,0,1,0,0,1,0,36864,413696,0,5600,4194304,4,16,823296,4096,4096,1,0,0,5.947687396244593,7.763283129457668,4,1344518840,0,0,224,271,0,0
5597,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.130737787766246,4,1335368467,0,0,224,270,0,2
5598,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6068069224793287,6.6440257430174805,5,1333758018,0,0,224,8450,0,439
5599,1,2,0,1,0,0,1,0,40960,425984,0,15132,4194304,4,16,471040,4096,4096,0,0,0,3.108037619838029,6.515703892873144,3,931872163,0,0,224,271,0,0
5600,1,4,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9525946796450304,7.736458937559631,4,1344673277,0,0,224,271,0,0
5601,1,2,0,0,0,0,1,0,20480,389120,212992,5363,4259840,4,16,987136,4096,4096,1,0,0,3.6455248594362097,7.897627183278108,4,1335031099,0,0,224,271,0,0
5602,1,4,0,1,0,0,1,0,24576,416443,401408,6469,4259840,4,16,856064,4096,4096,1,0,0,2.2219629558453438,7.733152565173912,4,1332966487,0,0,224,271,0,0
5603,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.048309129602396,8,1342323382,0,0,224,270,0,0
5604,1,4,0,1,0,1,1,0,61440,401408,0,7584,4194304,4,16,823296,4096,4096,1,0,0,6.064530808917869,7.915327328958879,4,1345535551,0,0,224,271,0,0
5605,1,1,0,0,0,0,0,0,322048,313856,0,330142,4194304,4,16,663552,8192,512,0,0,0,0.08153941234324169,7.058449350622897,3,1457577336,0,0,224,34,0,0
5606,1,11,1,0,0,0,1,0,187392,156672,0,183248,5368709120,6,16,356352,4096,512,0,0,0,4.141091529594787,6.352549606406793,6,1479538845,0,0,240,34,0,0
5607,1,6,1,1,1,0,1,0,143360,61440,0,78682,1694498816,4,16,225280,4096,4096,0,0,0,2.6067963259639213,6.674287048723697,5,1334923140,0,0,224,8450,0,424
5608,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.7697243809594765,4,1332576541,0,0,224,271,0,0
5609,1,12,1,1,0,0,1,0,18944,25600,0,19056,5368709120,10,16,61440,4096,512,0,0,0,1.1055285369287038,5.858413073145588,6,1436498126,0,0,240,34,0,0
5610,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080742925227403,9,1335124878,0,0,224,270,0,301
5611,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.132661973370627,4,1335384129,0,0,224,270,0,2
5612,1,4,0,1,0,0,1,0,36864,393216,0,5584,4194304,4,16,823296,4096,4096,1,0,0,6.120607529316383,7.76630379996559,4,1344502417,0,0,224,271,0,0
5613,1,4,0,1,0,0,1,0,5632,16896,0,789496,4259840,4,16,819200,4096,512,0,0,0,0.4023792985675851,6.653804561394963,4,1319571264,0,0,224,271,0,0
5614,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.9627876353655305,7.922047102082388,4,1343676558,0,0,224,271,0,0
5615,1,4,1,0,0,0,1,0,4096,349544,450560,4637,4194304,4,16,819200,4096,4096,1,0,0,0.7327050602348165,7.758477281342426,4,1331408674,0,0,224,271,0,0
5616,1,5,1,1,0,0,1,0,348672,20992,0,347088,4194304,4,16,385024,4096,512,0,2,0,0.16032872589902852,6.573601052046478,6,1334602209,0,0,224,270,0,540
5617,1,5,0,1,0,0,1,0,76800,0,0,26288,4194304,5,16,307200,4096,512,0,2,0,0.41190614202222053,6.643027586455254,8,1307416958,0,0,224,258,0,88
5618,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8661069849143765,7.736050363968069,4,1344608860,0,0,224,271,0,0
5619,1,3,0,1,0,0,1,0,36864,385024,0,5600,4194304,4,16,823296,4096,4096,1,0,0,0.7091936065220236,7.903764814047984,4,1344193048,0,0,224,271,0,0
5620,1,4,0,1,0,0,1,0,20480,479232,0,6355,4194304,4,16,827392,4096,4096,1,0,0,2.002157487112557,7.976782721845225,4,1342207595,0,0,224,271,0,0
5621,1,6,1,1,0,0,1,1,126464,14336,0,5584,4194304,4,16,155648,4096,512,0,2,2,3.484317925549869,6.250278670250928,6,1336186893,0,0,224,270,0,95
5622,1,2,1,0,0,0,1,0,103424,4608,0,9296,4194304,4,16,122880,4096,512,0,0,0,2.0311300390555593,7.125953959345338,4,1335840177,0,0,224,270,0,2
5623,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5210442943643825,6.644070165747287,5,1333985043,0,0,224,8450,0,0
5624,1,3,0,1,0,0,1,0,20480,364544,0,6280,4194304,4,16,782336,4096,4096,1,0,0,3.429167593661744,7.8307791388807955,4,1340741593,0,0,224,271,0,0
5625,1,4,0,1,0,0,1,0,112128,26624,0,111632,4194304,4,16,147456,4096,512,0,0,0,4.373394248527629,6.979335292328133,4,1334349617,0,0,224,270,0,762
5626,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.048331630471873,8,1342319767,0,0,224,270,0,0
5627,1,5,0,1,0,0,1,0,28672,393216,16384,7003,4259840,4,16,991232,4096,4096,1,0,0,3.5685358314574125,7.946874968369603,4,1334565554,0,0,224,271,0,0
5628,1,3,0,1,0,0,1,0,20480,364544,0,5576,4194304,4,16,782336,4096,4096,1,0,0,4.412105332457956,7.877430440568138,4,1340694861,0,0,224,271,0,0
5629,1,4,0,1,0,0,1,0,5632,16896,0,789652,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.628554577120619,4,1319571264,0,0,224,271,0,0
5630,1,8,1,1,0,1,1,1,443904,203264,0,272694,4194304,5,16,671744,4096,512,0,0,0,4.676695188121976,6.54720741155791,5,1456284816,0,0,224,258,0,1588
5631,1,4,0,1,0,0,1,0,115200,30208,0,113744,4194304,4,16,155648,4096,512,0,0,0,4.364185954806592,6.829532955903706,4,1333999265,0,0,224,270,0,900
5632,1,4,0,1,0,0,1,0,9216,357376,0,7548,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.94419726629551,4,1305462840,0,0,224,271,0,0
5633,1,3,0,1,0,0,1,0,3072,111104,0,4272,4194304,4,16,126976,4096,512,1,0,1,4.277893963069062,7.7861355119016205,4,0,0,0,224,271,0,0
5634,1,4,1,0,0,0,1,0,5632,384000,0,5252,4194304,4,16,823296,4096,512,1,0,1,4.008108116838367,7.881510538521126,4,1302935608,0,0,224,271,0,0
5635,1,4,0,1,0,0,1,0,36864,413696,0,5600,4194304,4,16,823296,4096,4096,1,0,0,5.9492444501660335,7.766843445944489,4,1344518840,0,0,224,271,0,0
5636,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5175938254496952,6.643807595934541,5,1333755894,0,0,224,8450,0,0
5637,1,4,1,1,0,0,1,0,6656,324608,0,6504,4194304,4,16,778240,4096,512,1,0,0,0.07436817085820463,7.990505220616965,4,1329409810,0,0,224,271,0,0
5638,1,5,1,1,0,0,1,0,348672,20992,0,347088,4194304,4,16,385024,4096,512,0,2,0,0.16032872589902852,6.573368510726391,6,1334587820,0,0,224,270,0,540
5639,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.968931386670276,4,1331844927,0,0,224,271,0,0
5640,1,3,0,1,0,0,1,0,12288,376832,0,5592,4194304,4,16,823296,4096,4096,1,0,0,5.961542179332395,7.922129892603818,4,1343718681,0,0,224,271,0,0
5641,1,4,0,1,0,0,1,0,284672,26624,0,282192,4194304,4,16,323584,4096,512,1,2,0,0.16032872589902852,7.567239469861976,6,1334334304,0,0,224,270,0,762
5642,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5215406010373695,6.6434410073850465,5,1333760698,0,0,224,8450,0,0
5643,1,2,0,0,0,0,1,0,103424,5632,0,5152,4194304,4,16,122880,4096,512,0,1,0,1.5545988507011996,7.12358928547635,5,1335272427,0,0,224,270,0,2
5644,1,4,1,0,0,0,1,0,5632,384512,0,5284,4194304,4,16,823296,4096,512,1,0,1,4.073033648342739,7.882568110799676,4,0,0,0,224,271,0,0
5645,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.050418287665015,8,1342201257,0,0,224,270,0,0
5646,1,2,0,0,0,0,1,0,20480,389120,212992,5363,4259840,4,16,987136,4096,4096,1,0,0,3.6455248594362097,7.897723231114384,4,1335031099,0,0,224,271,0,0
5647,1,4,0,1,0,0,1,0,36864,397312,0,5680,4194304,4,16,823296,4096,4096,1,0,0,3.8394507377880625,7.731730000287594,4,1344581633,0,0,224,271,0,0
5648,1,4,0,1,0,0,1,0,9216,332800,0,6608,4194304,4,16,778240,4096,512,1,0,0,0.07436817085820463,7.927202507503863,4,1329409810,0,0,224,271,0,0
5649,1,4,1,0,0,0,1,0,5632,384512,0,5364,4194304,4,16,823296,4096,512,1,0,1,4.054341910878155,7.8819425358939155,4,0,0,0,224,271,0,0
5650,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6058640429280744,6.6434410073850465,5,1333760698,0,0,224,8450,0,439
5651,1,6,1,0,0,0,1,0,8704,29696,0,9441,4194304,5,16,49152,4096,512,0,0,0,4.415599964165836,5.8329951346343965,4,1118717176,0,0,224,259,0,0
5652,1,4,0,1,0,0,1,0,12288,397312,0,6360,4194304,4,16,827392,4096,4096,1,0,0,4.956452848689924,7.976009502670625,4,1342421975,0,0,224,271,0,0
5653,1,4,0,1,0,0,1,0,115200,30208,0,113744,4194304,4,16,155648,4096,512,0,0,0,4.357461163504564,6.824492572807922,4,1334014850,0,0,224,270,0,900
5654,1,1,0,0,0,0,1,0,0,495616,0,191785,4194304,4,16,499712,4096,4096,1,0,0,4.509476949959866,7.615440985934522,3,1429554018,0,0,224,259,0,0
5655,1,4,1,0,0,0,1,0,5632,387584,0,5852,4194304,4,16,823296,4096,512,1,0,1,4.136082010456991,7.852770606346707,4,1302935608,0,0,224,271,0,0
5656,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.132683826335517,4,1335348075,0,0,224,270,0,2
5657,1,3,0,1,0,0,1,0,36864,385024,0,5600,4194304,4,16,823296,4096,4096,1,0,0,0.7077043216596942,7.902152899159004,4,1344193048,0,0,224,271,0,0
5658,1,3,0,1,0,0,1,0,12288,376832,0,5592,4194304,4,16,823296,4096,4096,1,0,0,5.961825716647838,7.922129892603818,4,1343718681,0,0,224,271,0,0
5659,1,6,1,1,1,0,1,0,206848,81408,0,128096,1694498816,5,16,327680,4096,512,0,0,0,2.5261961117790994,6.339793820790617,6,1334932338,0,0,240,8226,0,0
5660,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.5972473294727156,6.6443635434325525,5,1333758254,0,0,224,8450,0,439
5661,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080691929911366,9,1334933289,0,0,224,270,0,301
5662,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,0,2.6090233965614917,6.6219493362525075,5,1325124480,0,0,224,8450,0,483
5663,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.7814950450985387,6.621122464058216,5,1325125981,0,0,224,8450,0,0
5664,1,4,1,0,0,0,1,0,5632,382464,0,5496,4194304,4,16,823296,4096,512,1,0,1,4.011353530170777,7.8872132090913984,4,1302935608,0,0,224,271,0,0
5665,1,2,0,1,0,0,1,0,12288,389120,0,5416,4194304,4,16,823296,4096,4096,1,0,0,6.343436335467652,7.8232854348458165,4,1343502777,0,0,224,271,0,0
5666,1,4,0,1,0,0,1,0,5632,16896,0,789696,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.607046587988145,4,1319571264,0,0,224,271,0,0
5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
5668,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9517200297053146,7.736374039306789,4,1344630696,0,0,224,271,0,0
5669,1,4,0,1,0,0,1,0,190976,0,0,146979,4194304,5,16,241664,4096,512,0,1,0,5.940063352656338,6.851308556425394,5,1307308631,0,0,224,258,0,91
5670,1,2,0,0,0,0,0,0,60416,402432,0,457790,65536,5,16,464384,512,512,1,1,0,0.20221166789201378,7.988415953970676,6,1216286649,0,0,224,258,0,79
5671,1,4,0,1,0,0,1,0,36864,397312,0,5680,4194304,4,16,823296,4096,4096,1,0,0,3.8241872477739123,7.731438958761934,4,1344581633,0,0,224,271,0,0
5672,1,2,0,0,0,0,1,0,115200,71168,0,13493,4194304,5,16,413696,4096,512,0,5,0,1.7663366778558283,7.217522304231899,9,1301077597,0,0,224,258,0,176
5673,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.770165054469175,4,1332576541,0,0,224,271,0,0
5674,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.2678855901124811,7.98778789325215,6,1213803723,0,0,224,258,0,77
5675,1,20,0,0,0,0,0,0,26624,25088,0,25520,5368709120,10,16,73728,4096,512,0,1,0,0.3709287006328726,5.927101685057359,7,1436498275,0,0,240,34,0,0
5676,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.26586785024273246,7.987051847865737,6,1212818705,0,0,224,258,0,77
5677,1,4,1,0,0,0,1,0,6656,325632,0,6508,4194304,4,16,778240,4096,512,1,0,0,0.07436817085820463,7.989000010454242,4,1329409810,0,0,224,271,0,0
5678,1,2,0,1,0,0,1,0,12288,389120,0,5528,4194304,4,16,823296,4096,4096,1,0,0,3.461848116730562,7.921661830329762,4,1343286104,0,0,224,271,0,0
5679,1,1,0,0,0,0,0,0,29696,2560,0,37566,4194304,4,16,57344,8192,512,0,0,0,0.08153941234324169,5.81925756368139,3,1328930420,0,0,224,258,0,0
5680,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.962429978717,7.967098915120365,4,1331800726,0,0,224,271,0,0
5681,1,3,1,0,0,0,1,0,2048,94720,0,4608,4194304,4,16,118784,4096,512,1,3,2,1.9637278966507172,7.719835715946417,7,1332831664,0,0,224,270,0,2
5682,1,3,0,1,0,0,1,0,12288,376832,0,5592,4194304,4,16,823296,4096,4096,1,0,0,5.961753390181918,7.922733770686714,4,1343718681,0,0,224,271,0,0
5683,1,2,0,0,0,0,1,0,20480,389120,212992,5363,4259840,4,16,987136,4096,4096,1,0,0,3.6455248594362097,7.896180272782241,4,1335031099,0,0,224,271,0,0
5684,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7098414596165149,7.904692545313353,4,1343908395,0,0,224,271,0,0
5685,1,7,1,1,1,0,1,0,151552,65536,0,84506,1677721600,4,16,237568,4096,4096,0,0,0,0.013126943721219527,6.667153750669879,5,1332479708,0,0,224,8450,0,0
5686,1,3,1,1,0,0,1,0,43008,120320,0,4096,4194304,4,16,208896,4096,512,0,9,9,0.7084378349416649,6.542284617790223,12,1339880482,0,0,224,270,0,0
5687,1,4,0,0,0,0,1,0,20480,390466,430080,5873,4259840,4,16,856064,4096,4096,1,0,0,6.603349327973669,7.87151113252353,4,1333570409,0,0,224,271,0,0
5688,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8762075116214882,7.736413818549328,4,1344608860,0,0,224,271,0,0
5689,1,4,0,1,0,0,1,0,115200,30208,0,113744,4194304,4,16,155648,4096,512,0,0,0,4.360447194095022,6.828396444694412,4,1333987340,0,0,224,270,0,900
5690,1,7,0,1,0,0,1,0,28672,409600,24576,7249,4259840,4,16,892928,4096,4096,1,0,0,2.5433597562541004,7.913601821064213,4,1334507599,0,0,224,271,0,0
5691,1,4,0,1,0,0,1,0,12288,397312,0,6323,4194304,4,16,827392,4096,4096,1,0,0,4.989040427542444,7.976509010918612,4,1342351835,0,0,224,271,0,0
5692,1,9,1,1,1,1,1,0,434176,176128,0,4307,268435456,4,16,626688,4096,4096,0,0,0,3.406575212899118,7.953344616621503,5,1214386191,0,0,224,8450,0,1343
5693,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.26702871144931534,7.98841774897011,6,1212819785,0,0,224,258,0,77
5694,1,5,0,1,0,0,1,1,24576,420539,397312,6469,4259840,4,16,856064,4096,4096,1,0,0,2.657406349289959,7.639134056410916,4,1333049649,0,0,224,271,0,0
5695,1,8,1,1,0,0,1,1,4096,374120,425984,4781,4194304,4,16,819200,4096,4096,1,1,0,0.10431583732584766,7.554229786417794,5,1331491161,0,0,224,271,0,0
5696,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.134041750173552,4,1335536430,0,0,224,270,0,2
5697,1,4,0,1,0,0,1,0,5632,367104,0,5720,4194304,4,16,888832,4096,512,1,0,1,4.072431871003135,7.921907086496386,4,0,0,0,224,271,0,0
5698,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9002684118479682,7.736191215309829,4,1344630696,0,0,224,271,0,0
